Format: EncDifference(long),EncBuffer(long int),WheelPositionRadians(float),encRate(ticks/sec)(float),MotorVoltage(float),MotorCurrent(float)
-35,-4628,-9.43,-3500.00,3.75,0.08
-32,-4660,-9.43,-3200.00,3.65,0.08
-32,-4692,-9.43,-3200.00,3.56,0.08
-32,-4724,-9.43,-3200.00,3.46,0.08
-31,-4755,-9.43,-3100.00,3.36,0.08
-30,-4785,-9.43,-3000.00,3.26,0.08
-30,-4815,-9.43,-3000.00,3.16,0.08
-29,-4844,-9.43,-2900.00,3.06,0.08
-28,-4872,-9.43,-2800.00,2.98,0.08
-27,-4899,-9.43,-2700.00,2.88,0.08
-26,-4925,-9.43,-2600.00,2.78,0.08
-26,-4951,-9.43,-2600.00,2.69,0.08
-25,-4976,-9.43,-2500.00,2.59,0.08
-24,-5000,-9.43,-2400.00,2.50,0.08
-24,-5024,-9.43,-2400.00,2.42,0.08
-24,-5048,-9.43,-2400.00,2.33,0.08
-22,-5070,-9.43,-2200.00,2.24,0.08
-22,-5092,-9.43,-2200.00,2.15,0.08
-21,-5113,-9.43,-2100.00,2.07,0.08
-21,-5134,-9.43,-2100.00,1.98,0.08
-20,-5154,-9.43,-2000.00,1.90,0.08
-19,-5173,-9.43,-1900.00,1.81,0.08
-19,-5192,-9.43,-1900.00,1.74,0.08
-18,-5210,-9.43,-1800.00,1.65,0.08
-17,-5227,-9.43,-1700.00,1.57,0.08
-17,-5244,-9.43,-1700.00,1.49,0.08
-16,-5260,-9.43,-1600.00,1.41,0.08
-16,-5276,-9.43,-1600.00,1.33,0.08
-15,-5291,-9.43,-1500.00,1.26,0.08
-14,-5305,-9.43,-1400.00,1.18,0.08
-15,-5320,-9.43,-1500.00,1.11,0.08
-13,-5333,-9.43,-1300.00,1.04,0.08
-12,-5345,-9.43,-1200.00,0.97,0.08
-13,-5358,-9.43,-1300.00,0.90,0.08
-11,-5369,-9.43,-1100.00,0.84,0.08
-11,-5380,-9.43,-1100.00,0.76,0.08
-12,-5392,-9.43,-1200.00,0.69,0.08
-9,-5401,-9.43,-900.00,0.63,0.08
-10,-5411,-9.43,-1000.00,0.56,0.08
-9,-5420,-9.43,-900.00,0.50,0.08
-8,-5428,-9.43,-800.00,0.44,0.08
-8,-5436,-9.43,-800.00,0.37,0.08
-8,-5444,-9.43,-800.00,0.32,0.08
-7,-5451,-9.43,-700.00,0.26,0.08
-6,-5457,-9.43,-600.00,0.21,0.08
-7,-5464,-9.43,-700.00,0.16,0.08
-4,-5468,-9.43,-400.00,0.11,0.09
-6,-5474,-9.43,-600.00,0.08,0.09
-4,-5478,-9.43,-400.00,0.05,0.09
-4,-5482,-9.43,-400.00,0.03,0.09
-4,-5486,-9.43,-400.00,0.02,0.09
-2,-5488,-9.43,-200.00,0.01,0.09
-3,-5491,-9.43,-300.00,0.01,0.08
-2,-5493,-9.43,-200.00,0.01,0.08
-2,-5495,-9.43,-200.00,0.01,0.08
1,-5494,-9.43,100.00,0.01,0.08
2,-5492,-9.43,200.00,0.01,0.09
1,-5491,-9.43,100.00,0.01,0.09
0,-5491,-9.43,0.00,0.01,0.09
0,-5491,-9.43,0.00,0.01,0.09
0,-5491,-9.43,0.00,0.01,0.09
-1,-5492,-9.43,-100.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.08
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09
0,-5492,-9.43,0.00,0.01,0.09